Date,Price,Open,High,Low,Vol.,Change %
15/03/2023,306.30,308.59,312.69,300.52,433.50,-0.74%
14/03/2023,308.59,307.89,319.18,302.20,735.13,0.26%
13/03/2023,307.80,287.99,312.59,286.30,1.04,6.88%
12/03/2023,287.99,275.99,288.11,273.41,332.20,4.38%
11/03/2023,275.90,277.48,281.58,270.60,390.55,-0.57%
10/03/2023,277.48,277.02,278.00,265.31,426.68,-0.00%
09/03/2023,277.49,286.99,291.29,271.44,339.22,-3.31%
08/03/2023,286.99,289.30,293.89,285.21,273.96,-0.80%
07/03/2023,289.30,287.90,290.40,283.63,213.08,0.49%
06/03/2023,287.90,288.80,289.70,283.61,215.63,-0.28%
05/03/2023,288.71,289.49,292.70,287.41,136.20,-0.27%
04/03/2023,289.49,290.40,291.40,286.01,134.85,-0.31%
03/03/2023,290.40,299.80,300.00,287.22,280.69,-3.14%
02/03/2023,299.80,302.70,303.70,295.90,209.77,-0.96%
01/03/2023,302.70,301.40,306.39,300.60,211.18,0.43%
28/02/2023,301.39,304.70,305.60,300.11,196.89,-1.09%
27/02/2023,304.70,308.69,309.40,300.70,244.63,-1.30%
26/02/2023,308.70,302.40,309.60,300.71,158.94,2.08%
25/02/2023,302.40,302.29,303.00,296.39,187.88,0.04%
24/02/2023,302.29,308.30,311.90,298.91,342.01,-1.95%
23/02/2023,308.30,312.70,314.99,305.90,313.71,-1.41%
22/02/2023,312.70,311.50,312.80,303.69,383.41,0.39%
21/02/2023,311.50,315.40,317.19,309.50,400.36,-1.24%
20/02/2023,315.40,311.42,319.60,308.60,531.11,1.03%
19/02/2023,312.19,316.50,318.59,311.00,348.89,-1.36%
18/02/2023,316.50,313.10,318.88,313.10,294.04,1.09%
17/02/2023,313.10,304.41,317.08,303.19,529.23,2.85%
16/02/2023,304.41,317.50,327.09,304.11,891.63,-4.12%
15/02/2023,317.50,296.20,317.59,294.11,483.43,7.19%
14/02/2023,296.20,294.31,301.26,289.90,515.80,0.64%
13/02/2023,294.31,312.60,315.30,283.00,1.11,-5.85%
12/02/2023,312.60,310.50,320.79,306.29,304.93,0.74%
11/02/2023,310.31,305.80,311.29,305.20,161.93,1.44%
10/02/2023,305.89,306.19,309.10,302.80,308.56,-0.10%
09/02/2023,306.19,328.20,329.20,303.27,584.31,-6.70%
08/02/2023,328.20,333.10,335.67,323.80,295.99,-1.47%
07/02/2023,333.10,324.10,333.60,323.42,276.96,2.78%
06/02/2023,324.10,327.70,331.19,321.41,299.44,-1.10%
05/02/2023,327.70,330.40,337.59,324.21,406.98,-0.82%
04/02/2023,330.40,332.20,334.00,327.21,213.94,-0.54%
03/02/2023,332.20,322.70,335.00,318.60,585.50,2.94%
02/02/2023,322.70,316.90,334.10,316.40,594.26,1.83%
01/02/2023,316.90,312.11,319.30,305.82,401.16,1.54%
31/01/2023,312.11,307.10,314.00,305.40,286.17,1.63%
30/01/2023,307.10,317.19,320.70,302.71,417.43,-3.21%
29/01/2023,317.29,306.10,320.40,304.90,442.71,3.59%
28/01/2023,306.30,307.99,313.39,303.81,237.85,-0.55%
27/01/2023,307.99,304.90,310.40,299.41,279.35,1.02%
26/01/2023,304.90,306.71,309.50,302.00,350.51,-0.59%
25/01/2023,306.71,300.30,313.70,293.81,460.48,2.13%
24/01/2023,300.30,305.20,323.00,299.71,647.05,-1.61%
23/01/2023,305.20,303.10,307.70,301.21,305.82,0.69%
22/01/2023,303.10,299.10,311.30,298.70,392.14,1.37%
21/01/2023,299.00,305.10,309.80,298.70,513.43,-2.00%
20/01/2023,305.10,294.60,305.30,286.81,430.19,3.56%
19/01/2023,294.60,286.90,295.30,286.32,222.45,2.68%
18/01/2023,286.90,299.30,305.00,281.72,639.91,-4.14%
17/01/2023,299.30,299.10,305.40,296.25,287.83,0.07%
16/01/2023,299.10,302.10,308.00,293.69,361.21,-0.99%
15/01/2023,302.10,305.20,306.10,292.10,297.81,-1.02%
14/01/2023,305.20,293.70,314.30,293.50,726.73,3.92%
13/01/2023,293.70,287.70,295.50,285.00,320.90,2.08%
12/01/2023,287.70,284.60,288.20,279.30,396.31,1.09%
11/01/2023,284.60,277.20,286.79,274.30,269.53,2.71%
10/01/2023,277.10,272.61,278.69,270.71,266.17,1.65%
09/01/2023,272.61,274.61,283.40,271.40,448.39,-0.73%
08/01/2023,274.61,261.30,274.92,260.30,241.53,5.09%
07/01/2023,261.30,259.90,263.59,259.40,118.17,0.54%
06/01/2023,259.90,256.60,260.69,254.90,204.29,1.29%
05/01/2023,256.60,258.90,259.10,255.30,148.87,-0.93%
04/01/2023,259.00,246.20,260.80,245.70,372.96,5.20%
03/01/2023,246.20,245.30,246.90,244.60,115.83,0.41%
02/01/2023,245.20,244.40,247.90,241.20,174.36,0.33%
01/01/2023,244.40,246.10,246.70,243.50,110.05,-0.69%
31/12/2022,246.10,245.80,247.90,244.90,135.16,0.12%
30/12/2022,245.80,246.30,246.60,242.80,129.09,-0.20%
29/12/2022,246.30,244.40,246.70,243.40,164.86,0.78%
28/12/2022,244.40,246.60,247.10,241.90,212.71,-0.89%
27/12/2022,246.60,244.30,248.10,242.30,198.69,0.94%
26/12/2022,244.30,243.20,244.80,242.00,117.70,0.45%
25/12/2022,243.20,244.50,245.80,241.50,126.34,-0.53%
24/12/2022,244.50,246.20,246.20,243.80,99.07,-0.69%
23/12/2022,246.20,245.90,248.40,244.00,179.05,0.12%
22/12/2022,245.90,246.20,248.20,240.40,250.57,-0.12%
21/12/2022,246.20,251.40,251.40,245.40,196.33,-2.07%
20/12/2022,251.40,240.50,253.00,239.40,323.25,4.54%
19/12/2022,240.50,251.00,253.20,237.69,413.64,-4.18%
18/12/2022,251.00,242.00,253.50,239.70,530.96,3.72%
17/12/2022,242.00,231.10,244.00,220.50,794.64,4.72%
16/12/2022,231.10,258.60,264.40,226.09,886.19,-10.64%
15/12/2022,258.60,267.70,268.00,256.60,354.61,-3.40%
14/12/2022,267.70,272.20,278.30,265.80,586.48,-1.65%
13/12/2022,272.20,276.10,281.20,256.20,1.32,-1.41%
12/12/2022,276.10,284.50,285.70,272.71,511.26,-2.95%
11/12/2022,284.50,288.20,291.19,283.50,209.48,-1.25%
10/12/2022,288.10,286.10,289.80,285.80,149.78,0.73%
09/12/2022,286.00,290.50,291.70,285.01,311.72,-1.55%
08/12/2022,290.50,284.10,291.68,282.40,294.82,2.25%
07/12/2022,284.10,290.20,290.69,281.60,376.67,-2.10%
06/12/2022,290.20,288.41,290.69,286.82,259.55,0.62%
05/12/2022,288.41,291.80,297.09,286.21,310.02,-1.30%
04/12/2022,292.19,290.40,292.58,288.30,250.92,0.62%
03/12/2022,290.40,293.50,294.29,290.00,242.27,-1.06%
02/12/2022,293.50,292.10,293.80,285.70,375.98,0.48%
01/12/2022,292.10,300.40,301.80,290.21,817.47,-2.76%
30/11/2022,300.40,295.40,305.10,293.42,486.75,1.69%
29/11/2022,295.39,293.50,305.18,289.22,438.79,0.68%
28/11/2022,293.40,307.60,309.49,287.67,630.46,-4.62%
27/11/2022,307.60,311.20,316.59,306.91,322.34,-1.16%
26/11/2022,311.20,300.69,317.59,300.11,589.31,3.59%
25/11/2022,300.41,300.11,305.16,294.41,481.05,0.10%
24/11/2022,300.11,298.90,303.68,294.31,571.61,0.47%
23/11/2022,298.69,266.68,301.29,265.00,1.26,12.00%
22/11/2022,266.68,254.10,267.77,252.31,371.96,4.95%
21/11/2022,254.10,264.21,264.99,250.60,603.90,-3.89%
20/11/2022,264.39,272.61,273.79,262.02,319.52,-3.01%
19/11/2022,272.61,271.21,273.99,270.60,202.45,-0.15%
18/11/2022,273.00,268.51,274.79,268.51,288.04,1.68%
17/11/2022,268.50,270.20,273.30,263.61,390.45,-0.63%
16/11/2022,270.20,277.00,280.09,269.03,408.65,-2.46%
15/11/2022,277.00,279.00,282.09,273.70,464.58,-0.72%
14/11/2022,279.00,276.70,291.79,268.02,852.65,0.83%
13/11/2022,276.70,282.69,286.39,273.69,467.74,-2.12%
12/11/2022,282.69,290.20,291.83,271.90,563.53,-2.59%
11/11/2022,290.20,304.01,305.79,279.75,715.64,-4.54%
10/11/2022,304.01,266.91,312.00,263.90,1.45,13.90%
09/11/2022,266.91,326.84,332.60,260.52,1.99,-18.50%
08/11/2022,327.50,336.90,393.42,300.16,3.27,-2.79%
07/11/2022,336.90,338.28,344.19,326.74,773.89,-0.41%
06/11/2022,338.28,349.11,355.32,338.28,411.73,-3.18%
05/11/2022,349.40,354.50,360.72,346.36,432.34,-1.44%
04/11/2022,354.50,329.61,358.59,328.31,790.51,7.55%
03/11/2022,329.61,320.20,338.21,318.11,652.49,2.94%
02/11/2022,320.20,323.90,329.31,315.71,590.36,-1.14%
01/11/2022,323.90,325.60,334.49,317.60,575.82,-0.58%
31/10/2022,325.79,313.50,337.10,306.92,1.10,3.92%
30/10/2022,313.50,304.40,318.60,302.40,570.88,2.99%
29/10/2022,304.40,297.81,308.20,295.70,581.02,2.21%
28/10/2022,297.81,286.70,300.81,285.82,436.30,3.84%
27/10/2022,286.80,290.30,293.29,284.90,331.55,-1.21%
26/10/2022,290.30,284.10,291.99,284.10,331.71,2.18%
25/10/2022,284.10,274.10,289.70,272.10,407.25,3.65%
24/10/2022,274.10,275.99,277.20,271.70,162.33,-0.68%
23/10/2022,275.99,270.49,276.69,268.89,144.26,2.03%
22/10/2022,270.49,270.00,271.10,268.40,89.93,0.18%
21/10/2022,270.00,269.00,271.00,263.90,208.64,0.37%
20/10/2022,269.00,272.09,273.30,267.69,176.43,-1.14%
19/10/2022,272.10,273.19,273.79,270.40,161.82,-0.40%
18/10/2022,273.19,275.70,276.00,270.21,206.23,-0.91%
17/10/2022,275.70,272.50,275.90,270.00,197.49,1.17%
16/10/2022,272.50,268.20,273.80,268.00,194.74,1.60%
15/10/2022,268.20,269.50,271.30,267.60,152.00,-0.48%
14/10/2022,269.50,271.70,276.69,268.11,312.39,-0.81%
13/10/2022,271.70,270.81,273.69,257.05,574.01,0.33%
12/10/2022,270.81,271.31,272.80,269.40,178.00,-0.18%
11/10/2022,271.31,271.51,273.80,267.89,236.03,-0.08%
10/10/2022,271.51,278.20,279.10,271.51,227.92,-2.37%
09/10/2022,278.11,276.40,279.40,275.21,179.57,0.65%
08/10/2022,276.30,282.41,282.70,275.60,194.35,-2.16%
07/10/2022,282.41,287.00,287.00,279.78,371.13,-1.60%
06/10/2022,287.00,294.10,297.90,279.48,470.76,-2.41%
05/10/2022,294.10,296.30,296.30,289.41,230.54,-0.74%
04/10/2022,296.30,287.00,298.19,286.30,336.49,3.24%
03/10/2022,287.00,284.70,288.80,283.54,290.09,0.91%
02/10/2022,284.41,282.91,287.80,279.69,213.31,0.53%
01/10/2022,282.91,284.89,285.31,277.99,207.72,-0.69%
30/09/2022,284.89,284.00,289.80,280.69,411.86,0.31%
29/09/2022,284.00,281.60,285.49,277.30,317.64,0.85%
28/09/2022,281.60,272.39,283.69,266.50,376.46,3.38%
27/09/2022,272.40,276.11,286.31,269.61,425.49,-1.34%
26/09/2022,276.11,274.11,276.61,270.90,280.45,0.73%
25/09/2022,274.11,274.59,279.60,271.31,233.52,-0.18%
24/09/2022,274.60,276.70,284.90,274.60,340.89,-0.79%
23/09/2022,276.80,275.30,277.79,269.40,376.67,0.54%
22/09/2022,275.30,264.49,276.20,263.51,353.19,4.09%
21/09/2022,264.49,266.30,276.29,260.71,557.80,-0.64%
20/09/2022,266.21,272.00,273.50,265.49,350.25,-2.13%
19/09/2022,272.00,266.20,272.90,256.71,531.46,2.18%
18/09/2022,266.21,279.09,280.00,264.06,345.83,-4.62%
17/09/2022,279.09,274.90,279.70,274.80,198.67,1.53%
16/09/2022,274.90,271.00,276.40,268.61,325.88,1.44%
15/09/2022,271.00,279.40,280.50,267.19,538.13,-3.01%
14/09/2022,279.40,277.40,282.51,273.42,439.58,0.72%
13/09/2022,277.40,294.10,298.02,275.70,598.91,-5.58%
12/09/2022,293.81,295.40,299.80,290.90,425.02,-0.54%
11/09/2022,295.40,296.60,298.09,291.00,274.90,-0.41%
10/09/2022,296.61,293.40,298.60,290.50,346.49,1.09%
09/09/2022,293.40,280.50,295.69,280.10,566.00,4.60%
08/09/2022,280.50,278.81,282.29,275.70,401.24,0.61%
07/09/2022,278.81,262.30,280.11,258.72,453.82,6.29%
06/09/2022,262.30,276.71,286.20,262.00,666.33,-5.21%
05/09/2022,276.71,278.91,281.21,273.50,271.40,-0.79%
04/09/2022,278.91,277.80,280.30,275.11,203.61,0.40%
03/09/2022,277.80,277.50,278.60,274.40,157.25,0.11%
02/09/2022,277.50,278.40,283.10,274.10,335.98,-0.29%
01/09/2022,278.31,279.20,280.30,270.82,438.34,-0.29%
31/08/2022,279.11,281.50,289.80,277.70,402.50,-0.85%
30/08/2022,281.50,285.90,292.00,276.80,454.39,-1.54%
29/08/2022,285.90,276.49,286.60,272.40,501.73,3.40%
28/08/2022,276.49,277.90,284.00,275.79,329.44,-0.47%
27/08/2022,277.80,279.50,284.50,274.30,432.31,-0.51%
26/08/2022,279.22,301.30,301.61,277.20,616.52,-7.33%
25/08/2022,301.30,296.40,306.70,296.00,416.12,1.65%
24/08/2022,296.40,299.11,300.11,294.50,357.19,-0.91%
23/08/2022,299.11,300.20,301.60,293.90,419.58,-0.36%
22/08/2022,300.20,301.71,304.40,288.89,665.96,-0.50%
21/08/2022,301.71,283.80,303.91,283.60,561.98,6.31%
20/08/2022,283.80,279.11,289.00,277.23,539.84,1.67%
19/08/2022,279.12,298.10,298.10,277.99,913.48,-6.34%
18/08/2022,298.01,306.90,310.39,295.99,434.29,-2.90%
17/08/2022,306.90,316.10,323.62,304.70,530.06,-2.91%
16/08/2022,316.11,319.50,322.30,312.39,390.59,-1.06%
15/08/2022,319.50,317.51,327.11,313.89,478.54,0.63%
14/08/2022,317.51,324.11,330.99,316.00,405.75,-2.03%
13/08/2022,324.10,328.00,332.80,323.00,429.43,-1.19%
12/08/2022,328.00,323.60,328.00,318.09,404.31,1.36%
11/08/2022,323.60,328.80,334.60,322.10,574.50,-1.58%
10/08/2022,328.80,324.40,336.60,313.80,877.79,1.36%
09/08/2022,324.40,324.99,328.10,312.51,530.17,-0.18%
08/08/2022,325.00,322.80,333.51,321.21,617.09,0.68%
07/08/2022,322.80,315.20,325.31,308.67,449.01,2.47%
06/08/2022,315.01,315.90,322.61,312.99,422.57,-0.28%
05/08/2022,315.90,311.80,321.40,308.10,682.09,1.41%
04/08/2022,311.50,297.50,313.10,297.30,849.60,4.70%
03/08/2022,297.50,283.80,305.50,278.31,715.47,4.83%
02/08/2022,283.80,283.49,290.81,274.69,652.87,0.11%
01/08/2022,283.49,283.50,290.40,278.10,517.91,-0.00%
31/07/2022,283.50,287.80,296.90,282.21,592.91,-1.46%
30/07/2022,287.70,293.61,299.90,285.10,721.68,-2.01%
29/07/2022,293.61,277.20,301.51,274.90,1.13,5.92%
28/07/2022,277.20,271.60,280.50,263.91,707.00,2.06%
27/07/2022,271.60,249.50,271.89,247.60,687.73,8.94%
26/07/2022,249.30,244.69,249.30,239.70,383.39,1.88%
25/07/2022,244.70,261.49,262.60,244.70,479.42,-6.42%
24/07/2022,261.50,259.20,266.00,257.29,348.73,0.89%
23/07/2022,259.20,262.50,272.31,252.90,510.76,-1.15%
22/07/2022,262.21,265.50,271.30,261.20,527.65,-1.24%
21/07/2022,265.50,258.11,265.90,250.80,569.55,2.79%
20/07/2022,258.30,268.60,272.00,256.70,800.68,-3.83%
19/07/2022,268.60,264.20,274.50,256.00,973.37,1.51%
18/07/2022,264.60,247.80,265.31,247.70,777.09,6.78%
17/07/2022,247.80,249.80,255.50,246.60,463.53,-0.80%
16/07/2022,249.79,238.50,251.00,233.99,461.48,4.78%
15/07/2022,238.40,238.40,242.51,235.60,484.60,0.00%
14/07/2022,238.40,230.59,239.80,227.11,603.25,3.39%
13/07/2022,230.59,220.60,230.89,216.70,754.34,4.53%
12/07/2022,220.60,225.70,228.30,220.29,427.30,-2.26%
11/07/2022,225.70,234.60,234.90,225.29,435.87,-3.79%
10/07/2022,234.60,243.39,243.49,231.89,412.68,-3.61%
09/07/2022,243.39,240.80,244.90,240.70,281.31,1.08%
08/07/2022,240.80,241.49,247.00,237.19,666.74,-0.29%
07/07/2022,241.50,238.49,243.69,235.40,514.19,1.22%
06/07/2022,238.59,231.09,239.81,229.01,683.51,3.24%
05/07/2022,231.09,231.30,236.60,223.12,731.55,-0.09%
04/07/2022,231.30,219.20,232.11,215.09,543.90,5.52%
03/07/2022,219.20,218.20,219.90,214.22,386.92,0.46%
02/07/2022,218.20,216.90,219.70,213.91,367.35,0.65%
01/07/2022,216.79,219.41,226.80,213.60,862.60,-1.18%
30/06/2022,219.39,219.69,220.19,205.90,829.04,-0.14%
29/06/2022,219.69,227.09,229.70,215.70,755.92,-3.26%
28/06/2022,227.09,233.70,242.31,225.99,669.95,-2.82%
27/06/2022,233.69,233.91,240.79,230.40,508.72,-0.13%
26/06/2022,234.00,239.69,244.99,233.40,491.51,-2.38%
25/06/2022,239.69,240.19,241.90,230.00,521.63,-0.21%
24/06/2022,240.19,228.80,243.09,228.40,745.88,4.97%
23/06/2022,228.81,214.10,230.19,214.10,829.96,6.87%
22/06/2022,214.10,220.10,220.79,211.39,736.67,-2.73%
21/06/2022,220.10,216.50,228.39,213.30,884.07,1.62%
20/06/2022,216.60,215.00,218.71,204.89,928.37,0.74%
19/06/2022,215.00,197.09,216.52,189.80,1.18,9.09%
18/06/2022,197.09,215.70,218.90,184.06,1.52,-8.63%
17/06/2022,215.70,210.10,221.80,207.90,732.05,2.66%
16/06/2022,210.10,233.70,236.82,207.90,1.04,-10.09%
15/06/2022,233.70,223.13,234.49,198.99,2.22,4.61%
14/06/2022,223.40,222.71,231.18,204.61,2.11,0.31%
13/06/2022,222.71,254.90,257.69,213.91,2.63,-12.63%
12/06/2022,254.90,269.71,271.80,251.24,922.74,-5.49%
11/06/2022,269.71,286.29,290.40,265.58,666.56,-5.79%
10/06/2022,286.29,289.90,297.40,283.20,902.83,-1.25%
09/06/2022,289.90,288.40,293.40,286.39,368.85,0.52%
08/06/2022,288.41,290.30,294.57,284.12,561.29,-0.65%
07/06/2022,290.30,295.20,295.72,274.17,1.08,-1.66%
06/06/2022,295.20,298.98,312.11,288.46,821.94,-1.26%
05/06/2022,298.98,301.40,302.40,295.00,306.12,-0.80%
04/06/2022,301.40,297.93,302.80,297.32,326.83,0.90%
03/06/2022,298.70,308.41,310.20,293.49,515.22,-3.15%
02/06/2022,308.41,300.49,309.21,298.38,522.00,2.63%
01/06/2022,300.49,320.79,324.29,297.71,886.64,-6.33%
31/05/2022,320.79,321.80,324.60,313.61,751.92,-0.31%
30/05/2022,321.80,305.90,323.70,304.10,1.09,5.20%
29/05/2022,305.90,307.59,308.01,299.01,551.18,-0.55%
28/05/2022,307.59,301.45,310.26,297.10,678.02,2.16%
27/05/2022,301.09,303.19,309.50,291.40,1.60,-0.70%
26/05/2022,303.20,325.79,331.61,298.31,1.59,-6.93%
25/05/2022,325.79,328.30,337.39,324.48,1.12,-0.76%
24/05/2022,328.30,316.98,330.20,313.49,1.16,3.57%
23/05/2022,316.98,319.31,337.00,315.49,1.08,-0.72%
22/05/2022,319.30,312.40,323.39,311.70,673.70,2.21%
21/05/2022,312.40,302.29,314.10,299.50,505.94,3.35%
20/05/2022,302.28,306.99,315.86,294.39,980.10,-1.50%
19/05/2022,306.90,287.61,308.90,287.10,724.79,6.71%
18/05/2022,287.61,306.10,308.30,287.09,767.47,-6.04%
17/05/2022,306.10,297.02,310.60,296.79,737.17,3.06%
16/05/2022,297.00,312.20,312.40,290.40,1.01,-4.87%
15/05/2022,312.20,296.90,312.60,285.90,792.50,5.15%
14/05/2022,296.90,290.89,299.40,272.40,1.12,2.07%
13/05/2022,290.89,268.51,313.10,265.60,1.95,8.34%
12/05/2022,268.51,270.92,284.70,219.98,4.59,-0.89%
11/05/2022,270.92,319.00,322.70,261.48,3.61,-15.07%
10/05/2022,318.99,296.31,332.40,289.80,2.31,7.66%
09/05/2022,296.30,355.79,359.29,296.30,2.28,-16.74%
08/05/2022,355.88,365.48,366.90,350.58,866.37,-2.63%
07/05/2022,365.48,379.11,380.60,360.62,632.40,-3.60%
06/05/2022,379.11,378.48,383.09,370.69,818.35,0.14%
05/05/2022,378.57,402.51,412.81,374.66,1.35,-5.95%
04/05/2022,402.51,383.80,403.09,382.88,651.20,4.88%
03/05/2022,383.79,389.50,392.20,379.89,423.70,-1.47%
02/05/2022,389.50,389.91,392.39,382.39,487.85,-0.10%
01/05/2022,389.89,376.99,391.30,376.00,632.32,3.42%
30/04/2022,377.01,392.99,399.80,376.69,634.84,-4.07%
29/04/2022,392.99,407.19,410.59,390.10,781.51,-3.49%
28/04/2022,407.19,391.31,408.41,388.51,1.03,4.06%
27/04/2022,391.31,385.91,394.61,383.60,633.90,1.40%
26/04/2022,385.91,404.30,407.31,381.21,689.80,-4.55%
25/04/2022,404.30,398.89,405.41,383.00,935.57,1.35%
24/04/2022,398.90,401.12,405.39,397.78,368.20,-0.55%
23/04/2022,401.10,406.60,407.99,398.58,392.09,-1.35%
22/04/2022,406.60,405.00,413.81,403.52,621.07,0.40%
21/04/2022,405.00,418.29,425.81,401.72,830.74,-3.18%
20/04/2022,418.29,422.20,431.12,415.20,749.98,-0.93%
19/04/2022,422.20,416.82,424.53,414.79,663.87,1.29%
18/04/2022,416.82,406.79,418.01,396.41,690.23,2.46%
17/04/2022,406.81,417.10,418.20,405.71,338.55,-2.47%
16/04/2022,417.10,417.22,418.70,411.70,272.23,-0.03%
15/04/2022,417.22,414.70,419.99,412.69,389.03,0.61%
14/04/2022,414.70,423.11,426.89,411.62,529.98,-1.98%
13/04/2022,423.08,413.67,424.49,410.61,724.41,2.28%
12/04/2022,413.67,394.22,416.60,392.57,821.33,4.94%
11/04/2022,394.20,417.82,419.60,391.87,962.78,-5.65%
10/04/2022,417.82,426.83,429.41,417.47,432.81,-2.11%
09/04/2022,426.83,421.58,428.20,419.81,414.75,1.24%
08/04/2022,421.60,436.31,440.71,418.91,769.82,-3.37%
07/04/2022,436.31,420.19,438.49,416.88,803.59,3.84%
06/04/2022,420.19,444.60,444.60,418.55,1.03,-5.49%
05/04/2022,444.60,447.83,459.98,444.29,838.17,-0.73%
04/04/2022,447.87,450.31,450.50,433.63,840.54,-0.54%
03/04/2022,450.30,436.85,455.68,432.30,766.76,3.09%
02/04/2022,436.82,447.61,453.96,435.99,915.82,-2.41%
01/04/2022,447.59,428.84,447.59,413.53,1.08,4.37%
31/03/2022,428.84,442.01,452.11,424.49,1.08,-2.98%
30/03/2022,442.01,434.17,449.20,425.78,856.98,1.78%
29/03/2022,434.27,429.81,441.60,429.70,706.07,1.04%
28/03/2022,429.81,430.71,440.82,428.29,806.52,-0.21%
27/03/2022,430.71,415.82,431.39,411.81,549.35,3.52%
26/03/2022,416.08,410.21,416.40,407.50,318.19,1.43%
25/03/2022,410.21,414.29,421.49,405.63,664.78,-0.98%
24/03/2022,414.29,408.41,416.50,405.38,654.66,1.46%
23/03/2022,408.32,404.21,411.61,398.38,584.51,1.02%
22/03/2022,404.21,396.08,409.90,394.99,671.45,2.05%
21/03/2022,396.09,390.82,399.21,385.59,595.93,1.35%
20/03/2022,390.82,399.91,400.61,386.41,447.96,-2.29%
19/03/2022,400.00,397.20,406.10,395.10,520.29,0.70%
18/03/2022,397.20,391.90,400.00,384.10,216.45,1.35%
17/03/2022,391.90,385.30,393.20,381.80,220.72,1.69%
16/03/2022,385.40,371.60,386.50,368.10,252.61,3.77%
15/03/2022,371.40,373.30,374.60,362.30,162.42,-0.51%
14/03/2022,373.30,361.60,373.90,359.80,171.96,3.24%
13/03/2022,361.60,372.40,377.10,360.20,157.45,-2.90%
12/03/2022,372.40,371.90,379.20,371.30,151.35,0.13%
11/03/2022,371.90,372.00,379.70,364.90,189.86,-0.05%
10/03/2022,372.10,393.10,394.50,363.20,296.48,-5.34%
09/03/2022,393.10,381.40,402.30,381.10,399.54,2.96%
08/03/2022,381.80,381.10,387.90,377.20,247.92,0.18%
07/03/2022,381.10,375.00,385.50,363.20,356.42,1.65%
06/03/2022,374.90,384.70,387.20,372.90,185.66,-2.55%
05/03/2022,384.70,374.50,387.20,367.80,171.62,2.72%
04/03/2022,374.50,402.60,403.39,372.09,294.17,-6.98%
03/03/2022,402.60,409.20,413.08,397.60,648.92,-1.61%
02/03/2022,409.20,408.59,415.59,403.90,874.33,0.15%
01/03/2022,408.59,395.61,420.35,391.00,1.48,3.28%
28/02/2022,395.61,359.92,397.09,356.00,815.14,9.92%
27/02/2022,359.91,373.60,380.90,358.21,726.15,-3.59%
26/02/2022,373.31,375.17,385.60,370.60,584.74,-0.42%
25/02/2022,374.89,361.19,376.90,357.09,834.85,3.82%
24/02/2022,361.10,365.69,369.80,323.89,2.03,-1.26%
23/02/2022,365.69,374.20,383.82,365.60,739.08,-2.27%
22/02/2022,374.20,356.52,374.92,349.30,984.89,4.96%
21/02/2022,356.50,380.32,393.61,355.01,1.27,-6.26%
20/02/2022,380.31,399.70,399.99,375.39,667.90,-4.85%
19/02/2022,399.70,399.21,406.31,393.21,448.75,0.12%
18/02/2022,399.20,402.97,410.99,392.89,657.32,-0.94%
17/02/2022,402.97,427.38,431.00,400.19,713.82,-5.71%
16/02/2022,427.38,432.31,433.30,422.80,661.38,-1.12%
15/02/2022,432.21,403.49,441.20,402.70,1.24,7.12%
14/02/2022,403.49,397.83,404.20,390.61,500.69,1.43%
13/02/2022,397.80,403.22,407.02,394.90,426.23,-1.34%
12/02/2022,403.20,400.16,406.90,393.59,569.68,0.75%
11/02/2022,400.19,414.89,418.80,392.90,767.57,-3.54%
10/02/2022,414.89,422.81,434.69,410.50,1.02,-1.87%
09/02/2022,422.80,407.71,427.30,407.31,686.30,3.70%
08/02/2022,407.72,433.29,444.86,406.41,1.22,-5.90%
07/02/2022,433.29,420.01,438.61,413.59,810.27,3.16%
06/02/2022,420.00,413.99,421.30,407.79,576.76,1.45%
05/02/2022,413.99,399.49,430.88,396.60,1.10,3.63%
04/02/2022,399.49,371.88,399.49,369.62,924.97,7.42%
03/02/2022,371.88,367.10,371.90,359.82,535.06,1.30%
02/02/2022,367.10,384.21,386.11,366.30,612.86,-4.45%
01/02/2022,384.21,374.31,388.02,374.01,594.73,2.67%
31/01/2022,374.21,377.50,385.20,365.59,658.95,-0.87%
30/01/2022,377.50,389.29,389.49,372.81,572.48,-3.03%
29/01/2022,389.29,386.00,396.92,381.21,579.88,0.85%
28/01/2022,386.00,390.03,395.13,376.19,812.65,-1.03%
27/01/2022,390.03,374.91,393.00,360.10,1.05,4.03%
26/01/2022,374.91,384.88,401.34,366.40,1.16,-2.59%
25/01/2022,384.88,371.59,387.97,357.79,1.10,3.58%
24/01/2022,371.58,384.10,384.10,336.82,2.04,-3.26%
23/01/2022,384.10,358.30,388.89,356.60,1.37,7.14%
22/01/2022,358.50,384.30,388.99,337.57,2.71,-6.71%
21/01/2022,384.30,440.43,444.31,374.98,1.99,-12.74%
20/01/2022,440.43,462.27,478.29,438.49,1.22,-4.73%
19/01/2022,462.28,471.21,472.80,454.09,626.89,-1.89%
18/01/2022,471.21,475.01,479.31,457.50,749.84,-0.80%
17/01/2022,475.01,498.50,498.98,467.40,805.11,-4.71%
16/01/2022,498.50,494.49,505.59,488.90,549.92,0.77%
15/01/2022,494.67,490.00,500.80,485.30,607.71,0.95%
14/01/2022,490.00,475.12,492.08,468.29,896.28,3.14%
13/01/2022,475.09,487.04,488.90,467.09,994.44,-2.45%
12/01/2022,487.01,463.51,489.60,456.71,883.73,5.08%
11/01/2022,463.48,424.81,467.50,421.50,1.35,9.10%
